target,location,truth_date,year_week,value
hospital admissions,NL,2022-08-14,2022-W32,384
hospital admissions,NL,2022-08-07,2022-W31,491
hospital admissions,NL,2022-07-31,2022-W30,591
hospital admissions,NL,2022-07-24,2022-W29,765
hospital admissions,NL,2022-07-17,2022-W28,811
hospital admissions,NL,2022-07-10,2022-W27,702
hospital admissions,NL,2022-07-03,2022-W26,631
hospital admissions,NL,2022-06-26,2022-W25,527
hospital admissions,NL,2022-06-19,2022-W24,388
hospital admissions,NL,2022-06-12,2022-W23,295
hospital admissions,NL,2022-06-05,2022-W22,206
hospital admissions,NL,2022-05-29,2022-W21,167
hospital admissions,NL,2022-05-22,2022-W20,198
hospital admissions,NL,2022-05-15,2022-W19,208
hospital admissions,NL,2022-05-08,2022-W18,273
hospital admissions,NL,2022-05-01,2022-W17,320
hospital admissions,NL,2022-04-24,2022-W16,474
hospital admissions,NL,2022-04-17,2022-W15,585
hospital admissions,NL,2022-04-10,2022-W14,860
hospital admissions,NL,2022-04-03,2022-W13,1047
hospital admissions,NL,2022-03-27,2022-W12,1367
hospital admissions,NL,2022-03-20,2022-W11,1502
hospital admissions,NL,2022-03-13,2022-W10,1379
hospital admissions,NL,2022-03-06,2022-W09,1067
hospital admissions,NL,2022-02-27,2022-W08,962
hospital admissions,NL,2022-02-20,2022-W07,1144
hospital admissions,NL,2022-02-13,2022-W06,1142
hospital admissions,NL,2022-02-06,2022-W05,1220
hospital admissions,NL,2022-01-30,2022-W04,1087
hospital admissions,NL,2022-01-23,2022-W03,1041
hospital admissions,NL,2022-01-16,2022-W02,830
hospital admissions,NL,2022-01-09,2022-W01,994
hospital admissions,NL,2022-01-02,2021-W52,1073
hospital admissions,NL,2021-12-26,2021-W51,1163
hospital admissions,NL,2021-12-19,2021-W50,1450
hospital admissions,NL,2021-12-12,2021-W49,2023
hospital admissions,NL,2021-12-05,2021-W48,2142
hospital admissions,NL,2021-11-28,2021-W47,2178
hospital admissions,NL,2021-11-21,2021-W46,1999
hospital admissions,NL,2021-11-14,2021-W45,1590
hospital admissions,NL,2021-11-07,2021-W44,1290
hospital admissions,NL,2021-10-31,2021-W43,1013
hospital admissions,NL,2021-10-24,2021-W42,694
hospital admissions,NL,2021-10-17,2021-W41,472
hospital admissions,NL,2021-10-10,2021-W40,348
hospital admissions,NL,2021-10-03,2021-W39,283
hospital admissions,NL,2021-09-26,2021-W38,245
hospital admissions,NL,2021-09-19,2021-W37,318
hospital admissions,NL,2021-09-12,2021-W36,383
hospital admissions,NL,2021-09-05,2021-W35,435
hospital admissions,NL,2021-08-29,2021-W34,428
hospital admissions,NL,2021-08-22,2021-W33,432
hospital admissions,NL,2021-08-15,2021-W32,470
hospital admissions,NL,2021-08-08,2021-W31,442
hospital admissions,NL,2021-08-01,2021-W30,582
hospital admissions,NL,2021-07-25,2021-W29,581
hospital admissions,NL,2021-07-18,2021-W28,281
hospital admissions,NL,2021-07-11,2021-W27,94
hospital admissions,NL,2021-07-04,2021-W26,57
hospital admissions,NL,2021-06-27,2021-W25,95
hospital admissions,NL,2021-06-20,2021-W24,173
hospital admissions,NL,2021-06-13,2021-W23,248
hospital admissions,NL,2021-06-06,2021-W22,409
hospital admissions,NL,2021-05-30,2021-W21,566
hospital admissions,NL,2021-05-23,2021-W20,942
hospital admissions,NL,2021-05-16,2021-W19,1251
hospital admissions,NL,2021-05-09,2021-W18,1493
hospital admissions,NL,2021-05-02,2021-W17,1800
hospital admissions,NL,2021-04-25,2021-W16,1846
hospital admissions,NL,2021-04-18,2021-W15,1681
hospital admissions,NL,2021-04-11,2021-W14,1790
hospital admissions,NL,2021-04-04,2021-W13,1735
hospital admissions,NL,2021-03-28,2021-W12,1641
hospital admissions,NL,2021-03-21,2021-W11,1515
hospital admissions,NL,2021-03-14,2021-W10,1337
hospital admissions,NL,2021-03-07,2021-W09,1206
hospital admissions,NL,2021-02-28,2021-W08,1192
hospital admissions,NL,2021-02-21,2021-W07,1207
hospital admissions,NL,2021-02-14,2021-W06,1194
hospital admissions,NL,2021-02-07,2021-W05,1194
hospital admissions,NL,2021-01-31,2021-W04,1297
hospital admissions,NL,2021-01-24,2021-W03,1426
hospital admissions,NL,2021-01-17,2021-W02,1494
hospital admissions,NL,2021-01-10,2021-W01,1709
hospital admissions,NL,2021-01-03,2020-W53,1988
hospital admissions,NL,2020-12-27,2020-W52,1983
hospital admissions,NL,2020-12-20,2020-W51,1740
hospital admissions,NL,2020-12-13,2020-W50,1405
hospital admissions,NL,2020-12-06,2020-W49,1186
hospital admissions,NL,2020-11-29,2020-W48,1136
hospital admissions,NL,2020-11-22,2020-W47,1328
hospital admissions,NL,2020-11-15,2020-W46,1503
hospital admissions,NL,2020-11-08,2020-W45,1703
hospital admissions,NL,2020-11-01,2020-W44,1992
hospital admissions,NL,2020-10-25,2020-W43,1972
hospital admissions,NL,2020-10-18,2020-W42,1625
hospital admissions,NL,2020-10-11,2020-W41,1233
hospital admissions,NL,2020-10-04,2020-W40,847
hospital admissions,NL,2020-09-27,2020-W39,649
hospital admissions,NL,2020-09-20,2020-W38,405
hospital admissions,NL,2020-09-13,2020-W37,206
hospital admissions,NL,2020-09-06,2020-W36,120
hospital admissions,NL,2020-08-30,2020-W35,42
hospital admissions,NL,2020-08-23,2020-W34,46
hospital admissions,NL,2020-08-16,2020-W33,75
hospital admissions,NL,2020-08-09,2020-W32,59
hospital admissions,NL,2020-08-02,2020-W31,44
hospital admissions,NL,2020-07-26,2020-W30,26
hospital admissions,NL,2020-07-19,2020-W29,15
hospital admissions,NL,2020-07-12,2020-W28,9
hospital admissions,NL,2020-07-05,2020-W27,5
hospital admissions,NL,2020-06-28,2020-W26,14
hospital admissions,NL,2020-06-21,2020-W25,15
hospital admissions,PL,2025-04-06,2025-W14,13
hospital admissions,PL,2025-03-30,2025-W13,26
hospital admissions,PL,2025-03-23,2025-W12,33
hospital admissions,PL,2025-03-16,2025-W11,24
hospital admissions,PL,2025-03-09,2025-W10,39
hospital admissions,PL,2025-03-02,2025-W09,48
hospital admissions,PL,2025-02-23,2025-W08,45
hospital admissions,PL,2025-02-16,2025-W07,48
hospital admissions,PL,2025-02-09,2025-W06,71
hospital admissions,PL,2025-02-02,2025-W05,38
hospital admissions,PL,2025-01-26,2025-W04,57
hospital admissions,PL,2025-01-19,2025-W03,63
hospital admissions,PL,2025-01-12,2025-W02,79
hospital admissions,PL,2025-01-05,2025-W01,85
hospital admissions,PL,2024-12-29,2024-W52,38
hospital admissions,PL,2024-12-22,2024-W51,42
hospital admissions,PL,2024-12-15,2024-W50,44
hospital admissions,PL,2024-12-08,2024-W49,49
hospital admissions,PL,2024-12-01,2024-W48,16
hospital admissions,PL,2024-11-24,2024-W47,7
hospital admissions,PL,2024-11-17,2024-W46,6
hospital admissions,PL,2024-11-10,2024-W45,5
hospital admissions,PL,2024-11-03,2024-W44,21
hospital admissions,PL,2024-10-27,2024-W43,15
hospital admissions,PL,2024-10-20,2024-W42,15
hospital admissions,PL,2024-10-13,2024-W41,12
hospital admissions,PL,2024-10-06,2024-W40,8
hospital admissions,PL,2024-09-29,2024-W39,6
hospital admissions,PL,2024-09-22,2024-W38,14
hospital admissions,PL,2024-09-15,2024-W37,15
hospital admissions,PL,2024-09-08,2024-W36,24
hospital admissions,PL,2024-09-01,2024-W35,13
hospital admissions,PL,2024-08-25,2024-W34,6
hospital admissions,PL,2024-08-18,2024-W33,13
hospital admissions,PL,2024-08-11,2024-W32,6
hospital admissions,PL,2024-08-04,2024-W31,3
hospital admissions,PL,2024-07-28,2024-W30,3
hospital admissions,PL,2024-07-21,2024-W29,1
hospital admissions,PL,2024-07-14,2024-W28,2
hospital admissions,PL,2024-07-07,2024-W27,2
hospital admissions,PL,2024-06-30,2024-W26,1
hospital admissions,PL,2024-05-19,2024-W20,2
hospital admissions,PL,2024-05-12,2024-W19,1
hospital admissions,PL,2024-04-21,2024-W16,1
hospital admissions,PL,2024-03-31,2024-W13,1
hospital admissions,PL,2024-03-24,2024-W12,1
hospital admissions,PL,2024-03-03,2024-W09,4
hospital admissions,PL,2024-02-25,2024-W08,2
hospital admissions,PL,2024-02-18,2024-W07,2
hospital admissions,PL,2024-02-04,2024-W05,3
hospital admissions,PL,2024-01-28,2024-W04,4
hospital admissions,PL,2024-01-21,2024-W03,14
hospital admissions,PL,2024-01-14,2024-W02,9
hospital admissions,PL,2024-01-07,2024-W01,9
hospital admissions,PL,2023-12-31,2023-W52,9
hospital admissions,PL,2023-12-24,2023-W51,18
hospital admissions,PL,2023-12-17,2023-W50,23
hospital admissions,PL,2023-12-10,2023-W49,20
hospital admissions,PL,2023-12-03,2023-W48,24
hospital admissions,PL,2023-11-26,2023-W47,22
hospital admissions,PL,2023-11-19,2023-W46,10
hospital admissions,PL,2023-11-12,2023-W45,9
hospital admissions,PL,2023-11-05,2023-W44,8
hospital admissions,PL,2023-10-29,2023-W43,9
hospital admissions,PL,2023-10-22,2023-W42,13
hospital admissions,PL,2023-10-15,2023-W41,10
hospital admissions,PL,2023-10-08,2023-W40,6
hospital admissions,PL,2023-10-01,2023-W39,6
hospital admissions,PL,2023-09-24,2023-W38,10
hospital admissions,PL,2023-09-17,2023-W37,4
hospital admissions,PL,2023-09-10,2023-W36,6
hospital admissions,PL,2023-09-03,2023-W35,2
hospital admissions,PL,2023-08-27,2023-W34,2
hospital admissions,PL,2023-06-25,2023-W25,1
hospital admissions,PL,2023-06-11,2023-W23,1
hospital admissions,PL,2023-06-04,2023-W22,1
hospital admissions,PL,2023-05-28,2023-W21,1
hospital admissions,PL,2023-05-21,2023-W20,7
hospital admissions,PL,2023-05-14,2023-W19,7
hospital admissions,PL,2023-05-07,2023-W18,3
hospital admissions,PL,2023-04-30,2023-W17,9
hospital admissions,PL,2023-04-23,2023-W16,15
hospital admissions,PL,2023-04-16,2023-W15,23
hospital admissions,PL,2023-04-09,2023-W14,16
hospital admissions,PL,2023-04-02,2023-W13,23
hospital admissions,PL,2023-03-26,2023-W12,40
hospital admissions,PL,2023-03-19,2023-W11,50
hospital admissions,PL,2023-03-12,2023-W10,46
hospital admissions,PL,2023-03-05,2023-W09,57
hospital admissions,PL,2023-02-26,2023-W08,55
hospital admissions,PL,2023-02-19,2023-W07,44
hospital admissions,PL,2023-02-12,2023-W06,22
hospital admissions,PL,2023-02-05,2023-W05,18
hospital admissions,PL,2023-01-29,2023-W04,16
hospital admissions,PL,2023-01-22,2023-W03,17
hospital admissions,PL,2023-01-15,2023-W02,13
hospital admissions,PL,2023-01-08,2023-W01,17
hospital admissions,PL,2023-01-01,2022-W52,5
hospital admissions,PL,2022-12-25,2022-W51,7
hospital admissions,PL,2022-12-18,2022-W50,9
hospital admissions,PL,2022-12-11,2022-W49,18
hospital admissions,PL,2022-12-04,2022-W48,14
hospital admissions,PL,2022-11-27,2022-W47,9
hospital admissions,PL,2022-11-20,2022-W46,6
hospital admissions,PL,2022-11-13,2022-W45,10
hospital admissions,PL,2022-11-06,2022-W44,11
hospital admissions,PL,2022-10-30,2022-W43,18
hospital admissions,PL,2022-10-23,2022-W42,20
hospital admissions,PL,2022-10-16,2022-W41,11
hospital admissions,PL,2022-10-09,2022-W40,47
hospital admissions,PL,2022-10-02,2022-W39,68
hospital admissions,PL,2022-09-25,2022-W38,101
hospital admissions,PL,2022-09-18,2022-W37,104
hospital admissions,PL,2022-09-11,2022-W36,81
hospital admissions,PL,2022-09-04,2022-W35,57
hospital admissions,PL,2022-08-28,2022-W34,100
hospital admissions,PL,2022-08-21,2022-W33,102
hospital admissions,PL,2022-08-14,2022-W32,96
hospital admissions,PL,2022-08-07,2022-W31,112
hospital admissions,PL,2022-07-31,2022-W30,93
hospital admissions,PL,2022-07-24,2022-W29,90
hospital admissions,PL,2022-07-17,2022-W28,45
hospital admissions,PL,2022-07-10,2022-W27,44
hospital admissions,PL,2022-07-03,2022-W26,24
hospital admissions,PL,2022-06-26,2022-W25,18
hospital admissions,PL,2022-06-19,2022-W24,14
hospital admissions,PL,2022-06-12,2022-W23,11
hospital admissions,PL,2022-06-05,2022-W22,11
hospital admissions,PL,2022-05-29,2022-W21,10
hospital admissions,PL,2022-05-22,2022-W20,21
hospital admissions,PL,2022-05-15,2022-W19,30
hospital admissions,PL,2022-05-08,2022-W18,36
hospital admissions,PL,2022-05-01,2022-W17,48
hospital admissions,PL,2022-04-24,2022-W16,55
hospital admissions,PL,2022-04-17,2022-W15,113
hospital admissions,PL,2022-04-10,2022-W14,304
hospital admissions,PL,2022-04-03,2022-W13,603
hospital admissions,PL,2022-03-27,2022-W12,603
hospital admissions,PL,2022-03-20,2022-W11,661
hospital admissions,PL,2022-03-13,2022-W10,719
hospital admissions,PL,2022-03-06,2022-W09,722
hospital admissions,PL,2022-02-27,2022-W08,906
hospital admissions,PL,2022-02-20,2022-W07,1537
hospital admissions,PL,2022-02-13,2022-W06,1887
hospital admissions,PL,2022-02-06,2022-W05,2076
hospital admissions,PL,2022-01-30,2022-W04,1802
hospital admissions,PL,2022-01-23,2022-W03,1248
hospital admissions,PL,2022-01-16,2022-W02,959
hospital admissions,PL,2022-01-09,2022-W01,1076
hospital admissions,PL,2022-01-02,2021-W52,1265
hospital admissions,PL,2021-12-26,2021-W51,1552
hospital admissions,PL,2021-12-19,2021-W50,1982
hospital admissions,PL,2021-12-12,2021-W49,2277
hospital admissions,PL,2021-12-05,2021-W48,2349
hospital admissions,PL,2021-11-28,2021-W47,2263
hospital admissions,PL,2021-11-21,2021-W46,1962
hospital admissions,PL,2021-11-14,2021-W45,1642
hospital admissions,PL,2021-11-07,2021-W44,1527
hospital admissions,PL,2021-10-31,2021-W43,1113
hospital admissions,PL,2021-10-24,2021-W42,797
hospital admissions,PL,2021-10-17,2021-W41,520
hospital admissions,PL,2021-10-10,2021-W40,460
hospital admissions,PL,2021-10-03,2021-W39,342
hospital admissions,PL,2021-09-26,2021-W38,241
hospital admissions,PL,2021-09-19,2021-W37,198
hospital admissions,PL,2021-09-12,2021-W36,193
hospital admissions,PL,2021-09-05,2021-W35,124
hospital admissions,PL,2021-08-29,2021-W34,100
hospital admissions,PL,2021-08-22,2021-W33,75
hospital admissions,PL,2021-08-15,2021-W32,82
hospital admissions,PL,2021-08-08,2021-W31,82
hospital admissions,PL,2021-08-01,2021-W30,42
hospital admissions,PL,2021-07-25,2021-W29,43
hospital admissions,PL,2021-07-18,2021-W28,41
hospital admissions,PL,2021-07-11,2021-W27,52
hospital admissions,PL,2021-07-04,2021-W26,36
hospital admissions,PL,2021-06-27,2021-W25,40
hospital admissions,PL,2021-06-20,2021-W24,59
hospital admissions,PL,2021-06-13,2021-W23,80
hospital admissions,PL,2021-06-06,2021-W22,85
hospital admissions,PL,2021-05-30,2021-W21,177
hospital admissions,PL,2021-05-23,2021-W20,272
hospital admissions,PL,2021-05-16,2021-W19,355
hospital admissions,PL,2021-05-09,2021-W18,432
hospital admissions,PL,2021-05-02,2021-W17,641
hospital admissions,PL,2021-04-25,2021-W16,837
hospital admissions,PL,2021-04-18,2021-W15,1177
hospital admissions,PL,2021-04-11,2021-W14,1320
hospital admissions,PL,2021-04-04,2021-W13,1511
hospital admissions,PL,2021-03-28,2021-W12,1502
hospital admissions,PL,2021-03-21,2021-W11,1615
hospital admissions,PL,2021-03-14,2021-W10,1449
hospital admissions,PL,2021-03-07,2021-W09,1556
hospital admissions,PL,2021-02-28,2021-W08,1603
hospital admissions,PL,2021-02-21,2021-W07,1303
hospital admissions,PL,2021-02-14,2021-W06,1160
hospital admissions,PL,2021-02-07,2021-W05,1221
hospital admissions,PL,2021-01-31,2021-W04,1294
hospital admissions,PL,2021-01-24,2021-W03,1439
hospital admissions,PL,2021-01-17,2021-W02,1597
hospital admissions,PL,2021-01-10,2021-W01,1870
hospital admissions,PL,2021-01-03,2020-W53,1898
hospital admissions,PL,2020-12-27,2020-W52,1612
hospital admissions,PL,2020-12-20,2020-W51,2104
hospital admissions,PL,2020-12-13,2020-W50,2338
hospital admissions,PL,2020-12-06,2020-W49,2598
hospital admissions,PL,2020-11-29,2020-W48,2803
hospital admissions,PL,2020-11-22,2020-W47,2974
hospital admissions,PL,2020-11-15,2020-W46,3475
hospital admissions,PL,2020-11-08,2020-W45,3333
hospital admissions,PL,2020-11-01,2020-W44,3238
hospital admissions,PL,2020-10-25,2020-W43,2484
hospital admissions,PL,2020-10-18,2020-W42,1773
hospital admissions,PL,2020-10-11,2020-W41,1429
hospital admissions,PL,2020-10-04,2020-W40,1075
hospital admissions,PL,2020-09-27,2020-W39,804
hospital admissions,PL,2020-09-20,2020-W38,601
hospital admissions,PL,2020-09-13,2020-W37,439
hospital admissions,PL,2020-09-06,2020-W36,369
hospital admissions,PL,2020-08-30,2020-W35,390
hospital admissions,PL,2020-08-23,2020-W34,409
hospital admissions,PL,2020-08-16,2020-W33,437
hospital admissions,PL,2020-08-09,2020-W32,420
hospital admissions,PL,2020-08-02,2020-W31,425
hospital admissions,PL,2020-07-26,2020-W30,312
hospital admissions,PL,2020-07-19,2020-W29,317
hospital admissions,PL,2020-07-12,2020-W28,276
hospital admissions,PL,2020-07-05,2020-W27,272
hospital admissions,PL,2020-06-28,2020-W26,290
hospital admissions,PL,2020-06-21,2020-W25,345
hospital admissions,PT,2025-04-06,2025-W14,4
hospital admissions,PT,2025-03-30,2025-W13,0
hospital admissions,PT,2025-03-23,2025-W12,0
hospital admissions,PT,2025-03-16,2025-W11,0
hospital admissions,PT,2025-03-09,2025-W10,0
hospital admissions,PT,2025-03-02,2025-W09,4
hospital admissions,PT,2025-02-23,2025-W08,0
hospital admissions,PT,2025-02-16,2025-W07,0
hospital admissions,PT,2025-02-09,2025-W06,0
hospital admissions,PT,2025-02-02,2025-W05,0
hospital admissions,PT,2025-01-26,2025-W04,0
hospital admissions,PT,2025-01-19,2025-W03,0
hospital admissions,PT,2025-01-12,2025-W02,0
hospital admissions,PT,2025-01-05,2025-W01,1
hospital admissions,PT,2024-12-29,2024-W52,0
hospital admissions,PT,2024-12-22,2024-W51,0
hospital admissions,PT,2024-12-15,2024-W50,5
hospital admissions,PT,2024-12-08,2024-W49,44
hospital admissions,PT,2024-12-01,2024-W48,6
hospital admissions,PT,2024-11-24,2024-W47,0
hospital admissions,PT,2024-11-17,2024-W46,0
hospital admissions,PT,2024-11-10,2024-W45,51
hospital admissions,PT,2024-11-03,2024-W44,11
hospital admissions,PT,2024-10-27,2024-W43,0
hospital admissions,PT,2024-10-20,2024-W42,0
hospital admissions,PT,2024-10-13,2024-W41,33
hospital admissions,PT,2024-10-06,2024-W40,26
hospital admissions,PT,2024-09-29,2024-W39,0
hospital admissions,PT,2024-09-22,2024-W38,0
hospital admissions,PT,2024-09-15,2024-W37,7
hospital admissions,PT,2024-09-08,2024-W36,66
hospital admissions,PT,2024-09-01,2024-W35,12
hospital admissions,PT,2024-08-25,2024-W34,0
hospital admissions,PT,2024-08-18,2024-W33,0
hospital admissions,PT,2024-08-11,2024-W32,81
hospital admissions,PT,2024-08-04,2024-W31,16
hospital admissions,PT,2024-07-28,2024-W30,0
hospital admissions,PT,2024-07-21,2024-W29,0
hospital admissions,PT,2024-07-14,2024-W28,17
hospital admissions,PT,2024-07-07,2024-W27,98
hospital admissions,PT,2024-06-30,2024-W26,0
hospital admissions,PT,2024-06-23,2024-W25,0
hospital admissions,PT,2024-06-16,2024-W24,5
hospital admissions,PT,2024-06-09,2024-W23,108
hospital admissions,PT,2024-06-02,2024-W22,25
hospital admissions,PT,2024-05-26,2024-W21,0
hospital admissions,PT,2024-05-19,2024-W20,0
hospital admissions,PT,2024-05-12,2024-W19,116
hospital admissions,PT,2024-05-05,2024-W18,47
hospital admissions,PT,2024-04-28,2024-W17,0
hospital admissions,PT,2024-04-21,2024-W16,0
hospital admissions,PT,2024-04-14,2024-W15,23
hospital admissions,PT,2024-04-07,2024-W14,150
hospital admissions,PT,2024-03-31,2024-W13,0
hospital admissions,PT,2024-03-24,2024-W12,0
hospital admissions,PT,2024-03-17,2024-W11,0
hospital admissions,PT,2024-03-10,2024-W10,134
hospital admissions,PT,2024-03-03,2024-W09,31
hospital admissions,PT,2024-02-25,2024-W08,0
hospital admissions,PT,2024-02-18,2024-W07,2
hospital admissions,PT,2024-02-11,2024-W06,142
hospital admissions,PT,2024-02-04,2024-W05,46
hospital admissions,PT,2024-01-28,2024-W04,0
hospital admissions,PT,2024-01-21,2024-W03,0
hospital admissions,PT,2024-01-14,2024-W02,33
hospital admissions,PT,2024-01-07,2024-W01,129
hospital admissions,PT,2023-12-31,2023-W52,30
hospital admissions,PT,2023-12-24,2023-W51,0
hospital admissions,PT,2023-12-17,2023-W50,7
hospital admissions,PT,2023-12-10,2023-W49,76
hospital admissions,PT,2023-12-03,2023-W48,13
hospital admissions,PT,2023-11-26,2023-W47,0
hospital admissions,PT,2023-11-19,2023-W46,0
hospital admissions,PT,2023-11-12,2023-W45,74
hospital admissions,PT,2023-11-05,2023-W44,49
hospital admissions,PT,2023-10-29,2023-W43,0
hospital admissions,PT,2023-10-22,2023-W42,0
hospital admissions,PT,2023-10-15,2023-W41,38
hospital admissions,PT,2023-10-08,2023-W40,95
hospital admissions,PT,2023-10-01,2023-W39,12
hospital admissions,PT,2023-09-24,2023-W38,0
hospital admissions,PT,2023-09-17,2023-W37,16
hospital admissions,PT,2023-09-10,2023-W36,116
hospital admissions,PT,2023-09-03,2023-W35,39
hospital admissions,PT,2023-08-27,2023-W34,0
hospital admissions,PT,2023-08-20,2023-W33,0
hospital admissions,PT,2023-08-13,2023-W32,101
hospital admissions,PT,2023-08-06,2023-W31,90
hospital admissions,PT,2023-07-30,2023-W30,0
hospital admissions,PT,2023-07-23,2023-W29,0
hospital admissions,PT,2023-07-16,2023-W28,53
hospital admissions,PT,2023-07-09,2023-W27,137
hospital admissions,PT,2023-07-02,2023-W26,37
hospital admissions,PT,2023-06-25,2023-W25,0
hospital admissions,PT,2023-06-18,2023-W24,17
hospital admissions,PT,2023-06-11,2023-W23,174
hospital admissions,PT,2023-06-04,2023-W22,109
hospital admissions,PT,2023-05-28,2023-W21,0
hospital admissions,PT,2023-05-21,2023-W20,0
hospital admissions,PT,2023-05-14,2023-W19,125
hospital admissions,PT,2023-05-07,2023-W18,172
hospital admissions,PT,2023-04-30,2023-W17,0
hospital admissions,PT,2023-04-23,2023-W16,0
hospital admissions,PT,2023-04-16,2023-W15,48
hospital admissions,PT,2023-04-09,2023-W14,221
hospital admissions,PT,2023-04-02,2023-W13,49
hospital admissions,PT,2023-03-26,2023-W12,0
hospital admissions,PT,2023-03-19,2023-W11,0
hospital admissions,PT,2023-03-12,2023-W10,171
hospital admissions,PT,2023-03-05,2023-W09,149
hospital admissions,PT,2023-02-26,2023-W08,0
hospital admissions,PT,2023-02-19,2023-W07,0
hospital admissions,PT,2023-02-12,2023-W06,208
hospital admissions,PT,2023-02-05,2023-W05,134
hospital admissions,PT,2023-01-29,2023-W04,0
hospital admissions,PT,2023-01-22,2023-W03,0
hospital admissions,PT,2023-01-15,2023-W02,148
hospital admissions,PT,2023-01-08,2023-W01,232
hospital admissions,PT,2023-01-01,2022-W52,344
hospital admissions,PT,2022-12-25,2022-W51,0
hospital admissions,PT,2022-12-18,2022-W50,13
hospital admissions,PT,2022-12-11,2022-W49,108
hospital admissions,PT,2022-12-04,2022-W48,145
hospital admissions,PT,2022-11-27,2022-W47,0
hospital admissions,PT,2022-11-20,2022-W46,0
hospital admissions,PT,2022-11-13,2022-W45,95
hospital admissions,PT,2022-11-06,2022-W44,266
hospital admissions,PT,2022-10-30,2022-W43,0
hospital admissions,PT,2022-10-23,2022-W42,0
hospital admissions,PT,2022-10-16,2022-W41,38
hospital admissions,PT,2022-10-09,2022-W40,271
hospital admissions,PT,2022-10-02,2022-W39,124
hospital admissions,PT,2022-09-25,2022-W38,0
hospital admissions,PT,2022-09-18,2022-W37,19
hospital admissions,PT,2022-09-11,2022-W36,251
hospital admissions,PT,2022-09-04,2022-W35,279
hospital admissions,PT,2022-08-28,2022-W34,0
hospital admissions,PT,2022-08-21,2022-W33,0
hospital admissions,PT,2022-08-14,2022-W32,132
hospital admissions,PT,2022-08-07,2022-W31,532
hospital admissions,PT,2022-07-31,2022-W30,0
hospital admissions,PT,2022-07-24,2022-W29,0
hospital admissions,PT,2022-07-17,2022-W28,70
hospital admissions,PT,2022-07-10,2022-W27,400
hospital admissions,PT,2022-07-03,2022-W26,303
hospital admissions,PT,2022-06-26,2022-W25,0
hospital admissions,PT,2022-06-19,2022-W24,0
hospital admissions,PT,2022-06-12,2022-W23,349
hospital admissions,PT,2022-06-05,2022-W22,470
hospital admissions,PT,2022-05-29,2022-W21,0
hospital admissions,PT,2022-05-22,2022-W20,0
hospital admissions,PT,2022-05-15,2022-W19,146
hospital admissions,PT,2022-05-08,2022-W18,672
hospital admissions,PT,2022-05-01,2022-W17,127
hospital admissions,PT,2022-04-24,2022-W16,0
hospital admissions,PT,2022-04-17,2022-W15,84
hospital admissions,PT,2022-04-10,2022-W14,495
hospital admissions,PT,2022-04-03,2022-W13,405
hospital admissions,PT,2022-03-27,2022-W12,0
hospital admissions,PT,2022-03-20,2022-W11,0
hospital admissions,PT,2022-03-13,2022-W10,301
hospital admissions,PT,2022-03-06,2022-W09,743
hospital admissions,PT,2022-02-27,2022-W08,0
hospital admissions,PT,2022-02-20,2022-W07,0
hospital admissions,PT,2022-02-13,2022-W06,339
hospital admissions,PT,2022-02-06,2022-W05,751
hospital admissions,PT,2022-01-30,2022-W04,0
hospital admissions,PT,2022-01-23,2022-W03,0
hospital admissions,PT,2022-01-16,2022-W02,131
hospital admissions,PT,2022-01-09,2022-W01,713
hospital admissions,PT,2022-01-02,2021-W52,0
hospital admissions,PT,2021-12-26,2021-W51,0
hospital admissions,PT,2021-12-19,2021-W50,0
hospital admissions,PT,2021-12-12,2021-W49,68
hospital admissions,PT,2021-12-05,2021-W48,177
hospital admissions,PT,2021-11-28,2021-W47,0
hospital admissions,PT,2021-11-21,2021-W46,0
hospital admissions,PT,2021-11-14,2021-W45,60
hospital admissions,PT,2021-11-07,2021-W44,196
hospital admissions,PT,2021-10-31,2021-W43,0
hospital admissions,PT,2021-10-24,2021-W42,0
hospital admissions,PT,2021-10-17,2021-W41,42
hospital admissions,PT,2021-10-10,2021-W40,73
hospital admissions,PT,2021-10-03,2021-W39,257
hospital admissions,PT,2021-09-26,2021-W38,0
hospital admissions,PT,2021-09-19,2021-W37,0
hospital admissions,PT,2021-09-12,2021-W36,104
hospital admissions,PT,2021-09-05,2021-W35,341
hospital admissions,PT,2021-08-29,2021-W34,0
hospital admissions,PT,2021-08-22,2021-W33,0
hospital admissions,PT,2021-08-15,2021-W32,77
hospital admissions,PT,2021-08-08,2021-W31,273
hospital admissions,PT,2021-08-01,2021-W30,148
hospital admissions,PT,2021-07-25,2021-W29,0
hospital admissions,PT,2021-07-18,2021-W28,24
hospital admissions,PT,2021-07-11,2021-W27,135
hospital admissions,PT,2021-07-04,2021-W26,403
hospital admissions,PT,2021-06-27,2021-W25,0
hospital admissions,PT,2021-06-20,2021-W24,0
hospital admissions,PT,2021-06-13,2021-W23,155
hospital admissions,PT,2021-06-06,2021-W22,492
hospital admissions,PT,2021-05-30,2021-W21,0
hospital admissions,PT,2021-05-23,2021-W20,0
hospital admissions,PT,2021-05-16,2021-W19,74
hospital admissions,PT,2021-05-09,2021-W18,183
hospital admissions,PT,2021-05-02,2021-W17,504
hospital admissions,PT,2021-04-25,2021-W16,0
hospital admissions,PT,2021-04-18,2021-W15,47
hospital admissions,PT,2021-04-11,2021-W14,194
hospital admissions,PT,2021-04-04,2021-W13,647
hospital admissions,PT,2021-03-28,2021-W12,0
hospital admissions,PT,2021-03-21,2021-W11,0
