target,location,truth_date,year_week,value,data_source
hospital admissions,NL,2024-01-14,2024-W02,355,ERVISS
hospital admissions,NL,2024-01-07,2024-W01,442,ERVISS
hospital admissions,NL,2023-12-31,2023-W52,422,ERVISS
hospital admissions,NL,2023-12-24,2023-W51,809,ERVISS
hospital admissions,NL,2023-12-17,2023-W50,801,ERVISS
hospital admissions,NL,2023-12-10,2023-W49,693,ERVISS
hospital admissions,NL,2023-12-03,2023-W48,512,ERVISS
hospital admissions,NL,2023-11-26,2023-W47,522,ERVISS
hospital admissions,NL,2023-11-19,2023-W46,469,ERVISS
hospital admissions,NL,2023-11-12,2023-W45,526,ERVISS
hospital admissions,NL,2023-11-05,2023-W44,491,ERVISS
hospital admissions,NL,2023-10-29,2023-W43,479,ERVISS
hospital admissions,NL,2023-10-22,2023-W42,357,ERVISS
hospital admissions,NL,2023-10-15,2023-W41,326,ERVISS
hospital admissions,NL,2023-10-08,2023-W40,287,ERVISS
hospital admissions,NL,2023-10-01,2023-W39,245,ERVISS
hospital admissions,NL,2023-09-24,2023-W38,260,ERVISS
hospital admissions,NL,2023-09-17,2023-W37,235,ERVISS
hospital admissions,NL,2023-09-10,2023-W36,202,ERVISS
hospital admissions,NL,2023-09-03,2023-W35,102,ERVISS
hospital admissions,NL,2023-08-27,2023-W34,78,ERVISS
hospital admissions,NL,2023-08-20,2023-W33,56,ERVISS
hospital admissions,NL,2023-08-13,2023-W32,57,ERVISS
hospital admissions,NL,2023-08-06,2023-W31,55,ERVISS
hospital admissions,NL,2023-07-30,2023-W30,38,ERVISS
hospital admissions,NL,2023-07-23,2023-W29,38,ERVISS
hospital admissions,NL,2023-07-16,2023-W28,39,ERVISS
hospital admissions,NL,2023-07-09,2023-W27,38,ERVISS
hospital admissions,NL,2023-07-02,2023-W26,29,ERVISS
hospital admissions,NL,2023-06-25,2023-W25,32,ERVISS
hospital admissions,NL,2023-06-18,2023-W24,54,ERVISS
hospital admissions,NL,2023-06-11,2023-W23,60,ERVISS
hospital admissions,NL,2023-06-04,2023-W22,79,ERVISS
hospital admissions,NL,2023-05-28,2023-W21,78,ERVISS
hospital admissions,NL,2023-05-21,2023-W20,113,ERVISS
hospital admissions,NL,2023-05-14,2023-W19,143,ERVISS
hospital admissions,NL,2023-05-07,2023-W18,182,ERVISS
hospital admissions,NL,2023-04-30,2023-W17,224,ERVISS
hospital admissions,NL,2023-04-23,2023-W16,306,ERVISS
hospital admissions,NL,2023-04-16,2023-W15,315,ERVISS
hospital admissions,NL,2023-04-09,2023-W14,386,ERVISS
hospital admissions,NL,2023-04-02,2023-W13,523,ERVISS
hospital admissions,NL,2023-03-26,2023-W12,669,ERVISS
hospital admissions,NL,2023-03-19,2023-W11,781,ERVISS
hospital admissions,NL,2023-03-12,2023-W10,862,ERVISS
hospital admissions,NL,2023-03-05,2023-W09,829,ERVISS
hospital admissions,NL,2023-02-26,2023-W08,609,ERVISS
hospital admissions,NL,2023-02-19,2023-W07,475,ERVISS
hospital admissions,NL,2023-02-12,2023-W06,360,ERVISS
hospital admissions,NL,2023-02-05,2023-W05,316,ERVISS
hospital admissions,NL,2023-01-29,2023-W04,245,ERVISS
hospital admissions,NL,2023-01-22,2023-W03,308,ERVISS
hospital admissions,NL,2023-01-15,2023-W02,398,ERVISS
hospital admissions,NL,2023-01-08,2023-W01,604,ERVISS
hospital admissions,NL,2023-01-01,2022-W52,714,ERVISS
hospital admissions,NL,2022-12-25,2022-W51,655,ERVISS
hospital admissions,NL,2022-12-18,2022-W50,535,ERVISS
hospital admissions,NL,2022-12-11,2022-W49,509,ERVISS
hospital admissions,NL,2022-12-04,2022-W48,388,ERVISS
hospital admissions,NL,2022-11-27,2022-W47,381,ERVISS
hospital admissions,NL,2022-11-20,2022-W46,316,ERVISS
hospital admissions,NL,2022-11-13,2022-W45,370,ERVISS
hospital admissions,NL,2022-11-06,2022-W44,436,ERVISS
hospital admissions,NL,2022-10-30,2022-W43,585,ERVISS
hospital admissions,NL,2022-10-23,2022-W42,743,ERVISS
hospital admissions,NL,2022-10-16,2022-W41,803,ERVISS
hospital admissions,NL,2022-10-09,2022-W40,798,ERVISS
hospital admissions,NL,2022-10-02,2022-W39,692,ERVISS
hospital admissions,NL,2022-09-25,2022-W38,438,ERVISS
hospital admissions,NL,2022-09-18,2022-W37,303,ERVISS
hospital admissions,NL,2022-09-11,2022-W36,291,ERVISS
hospital admissions,NL,2022-09-04,2022-W35,245,ERVISS
hospital admissions,NL,2022-08-28,2022-W34,278,ERVISS
hospital admissions,NL,2022-08-21,2022-W33,346,ERVISS
hospital admissions,NL,2022-08-14,2022-W32,384,ERVISS
hospital admissions,NL,2022-08-07,2022-W31,491,ERVISS
hospital admissions,NL,2022-07-31,2022-W30,591,ERVISS
hospital admissions,NL,2022-07-24,2022-W29,765,ERVISS
hospital admissions,NL,2022-07-17,2022-W28,811,ERVISS
hospital admissions,NL,2022-07-10,2022-W27,702,ERVISS
hospital admissions,NL,2022-07-03,2022-W26,631,ERVISS
hospital admissions,NL,2022-06-26,2022-W25,527,ERVISS
hospital admissions,NL,2022-06-19,2022-W24,388,ERVISS
hospital admissions,NL,2022-06-12,2022-W23,295,ERVISS
hospital admissions,NL,2022-06-05,2022-W22,206,ERVISS
hospital admissions,NL,2022-05-29,2022-W21,167,ERVISS
hospital admissions,NL,2022-05-22,2022-W20,198,ERVISS
hospital admissions,NL,2022-05-15,2022-W19,208,ERVISS
hospital admissions,NL,2022-05-08,2022-W18,273,ERVISS
hospital admissions,NL,2022-05-01,2022-W17,320,ERVISS
hospital admissions,NL,2022-04-24,2022-W16,474,ERVISS
hospital admissions,NL,2022-04-17,2022-W15,585,ERVISS
hospital admissions,NL,2022-04-10,2022-W14,860,ERVISS
hospital admissions,NL,2022-04-03,2022-W13,1047,ERVISS
hospital admissions,NL,2022-03-27,2022-W12,1367,ERVISS
hospital admissions,NL,2022-03-20,2022-W11,1502,ERVISS
hospital admissions,NL,2022-03-13,2022-W10,1379,ERVISS
hospital admissions,NL,2022-03-06,2022-W09,1067,ERVISS
hospital admissions,NL,2022-02-27,2022-W08,962,ERVISS
hospital admissions,NL,2022-02-20,2022-W07,1144,ERVISS
hospital admissions,NL,2022-02-13,2022-W06,1142,ERVISS
hospital admissions,NL,2022-02-06,2022-W05,1220,ERVISS
hospital admissions,NL,2022-01-30,2022-W04,1087,ERVISS
hospital admissions,NL,2022-01-23,2022-W03,1041,ERVISS
hospital admissions,NL,2022-01-16,2022-W02,830,ERVISS
hospital admissions,NL,2022-01-09,2022-W01,994,ERVISS
hospital admissions,NL,2022-01-02,2021-W52,1073,ERVISS
hospital admissions,NL,2021-12-26,2021-W51,1163,ERVISS
hospital admissions,NL,2021-12-19,2021-W50,1450,ERVISS
hospital admissions,NL,2021-12-12,2021-W49,2023,ERVISS
hospital admissions,NL,2021-12-05,2021-W48,2142,ERVISS
hospital admissions,NL,2021-11-28,2021-W47,2178,ERVISS
hospital admissions,NL,2021-11-21,2021-W46,1999,ERVISS
hospital admissions,NL,2021-11-14,2021-W45,1590,ERVISS
hospital admissions,NL,2021-11-07,2021-W44,1290,ERVISS
hospital admissions,NL,2021-10-31,2021-W43,1013,ERVISS
hospital admissions,NL,2021-10-24,2021-W42,694,ERVISS
hospital admissions,NL,2021-10-17,2021-W41,472,ERVISS
hospital admissions,NL,2021-10-10,2021-W40,348,ERVISS
hospital admissions,NL,2021-10-03,2021-W39,283,ERVISS
hospital admissions,NL,2021-09-26,2021-W38,245,ERVISS
hospital admissions,NL,2021-09-19,2021-W37,318,ERVISS
hospital admissions,NL,2021-09-12,2021-W36,383,ERVISS
hospital admissions,NL,2021-09-05,2021-W35,435,ERVISS
hospital admissions,NL,2021-08-29,2021-W34,428,ERVISS
hospital admissions,NL,2021-08-22,2021-W33,432,ERVISS
hospital admissions,NL,2021-08-15,2021-W32,470,ERVISS
hospital admissions,NL,2021-08-08,2021-W31,442,ERVISS
hospital admissions,NL,2021-08-01,2021-W30,582,ERVISS
hospital admissions,NL,2021-07-25,2021-W29,581,ERVISS
hospital admissions,NL,2021-07-18,2021-W28,281,ERVISS
hospital admissions,NL,2021-07-11,2021-W27,94,ERVISS
hospital admissions,NL,2021-07-04,2021-W26,57,ERVISS
hospital admissions,NL,2021-06-27,2021-W25,95,ERVISS
hospital admissions,NL,2021-06-20,2021-W24,173,ERVISS
hospital admissions,NL,2021-06-13,2021-W23,248,ERVISS
hospital admissions,NL,2021-06-06,2021-W22,409,ERVISS
hospital admissions,NL,2021-05-30,2021-W21,566,ERVISS
hospital admissions,NL,2021-05-23,2021-W20,942,ERVISS
hospital admissions,NL,2021-05-16,2021-W19,1251,ERVISS
hospital admissions,NL,2021-05-09,2021-W18,1493,ERVISS
hospital admissions,NL,2021-05-02,2021-W17,1800,ERVISS
hospital admissions,NL,2021-04-25,2021-W16,1846,ERVISS
hospital admissions,NL,2021-04-18,2021-W15,1681,ERVISS
hospital admissions,NL,2021-04-11,2021-W14,1790,ERVISS
hospital admissions,NL,2021-04-04,2021-W13,1735,ERVISS
hospital admissions,NL,2021-03-28,2021-W12,1641,ERVISS
hospital admissions,NL,2021-03-21,2021-W11,1515,ERVISS
hospital admissions,NL,2021-03-14,2021-W10,1337,ERVISS
hospital admissions,NL,2021-03-07,2021-W09,1206,ERVISS
hospital admissions,NL,2021-02-28,2021-W08,1192,ERVISS
hospital admissions,NL,2021-02-21,2021-W07,1207,ERVISS
hospital admissions,NL,2021-02-14,2021-W06,1194,ERVISS
hospital admissions,NL,2021-02-07,2021-W05,1194,ERVISS
hospital admissions,NL,2021-01-31,2021-W04,1297,ERVISS
hospital admissions,NL,2021-01-24,2021-W03,1426,ERVISS
hospital admissions,NL,2021-01-17,2021-W02,1494,ERVISS
hospital admissions,NL,2021-01-10,2021-W01,1709,ERVISS
hospital admissions,NL,2021-01-03,2020-W53,1988,ERVISS
hospital admissions,NL,2020-12-27,2020-W52,1983,ERVISS
hospital admissions,NL,2020-12-20,2020-W51,1740,ERVISS
hospital admissions,NL,2020-12-13,2020-W50,1405,ERVISS
hospital admissions,NL,2020-12-06,2020-W49,1186,ERVISS
hospital admissions,NL,2020-11-29,2020-W48,1136,ERVISS
hospital admissions,NL,2020-11-22,2020-W47,1328,ERVISS
hospital admissions,NL,2020-11-15,2020-W46,1503,ERVISS
hospital admissions,NL,2020-11-08,2020-W45,1703,ERVISS
hospital admissions,NL,2020-11-01,2020-W44,1992,ERVISS
hospital admissions,NL,2020-10-25,2020-W43,1972,ERVISS
hospital admissions,NL,2020-10-18,2020-W42,1625,ERVISS
hospital admissions,NL,2020-10-11,2020-W41,1233,ERVISS
hospital admissions,NL,2020-10-04,2020-W40,847,ERVISS
hospital admissions,NL,2020-09-27,2020-W39,649,ERVISS
hospital admissions,NL,2020-09-20,2020-W38,405,ERVISS
hospital admissions,NL,2020-09-13,2020-W37,206,ERVISS
hospital admissions,NL,2020-09-06,2020-W36,120,ERVISS
hospital admissions,NL,2020-08-30,2020-W35,42,ERVISS
hospital admissions,NL,2020-08-23,2020-W34,46,ERVISS
hospital admissions,NL,2020-08-16,2020-W33,75,ERVISS
hospital admissions,NL,2020-08-09,2020-W32,59,ERVISS
hospital admissions,NL,2020-08-02,2020-W31,44,ERVISS
hospital admissions,NL,2020-07-26,2020-W30,26,ERVISS
hospital admissions,NL,2020-07-19,2020-W29,15,ERVISS
hospital admissions,NL,2020-07-12,2020-W28,9,ERVISS
hospital admissions,NL,2020-07-05,2020-W27,5,ERVISS
hospital admissions,NL,2020-06-28,2020-W26,14,ERVISS
hospital admissions,NL,2020-06-21,2020-W25,15,ERVISS
hospital admissions,PL,2025-03-30,2025-W13,8,ERVISS
hospital admissions,PL,2025-03-23,2025-W12,28,ERVISS
hospital admissions,PL,2025-03-16,2025-W11,21,ERVISS
hospital admissions,PL,2025-03-09,2025-W10,37,ERVISS
hospital admissions,PL,2025-03-02,2025-W09,44,ERVISS
hospital admissions,PL,2025-02-23,2025-W08,45,ERVISS
hospital admissions,PL,2025-02-16,2025-W07,46,ERVISS
hospital admissions,PL,2025-02-09,2025-W06,71,ERVISS
hospital admissions,PL,2025-02-02,2025-W05,38,ERVISS
hospital admissions,PL,2025-01-26,2025-W04,56,ERVISS
hospital admissions,PL,2025-01-19,2025-W03,63,ERVISS
hospital admissions,PL,2025-01-12,2025-W02,79,ERVISS
hospital admissions,PL,2025-01-05,2025-W01,85,ERVISS
hospital admissions,PL,2024-12-29,2024-W52,38,ERVISS
hospital admissions,PL,2024-12-22,2024-W51,42,ERVISS
hospital admissions,PL,2024-12-15,2024-W50,44,ERVISS
hospital admissions,PL,2024-12-08,2024-W49,49,ERVISS
hospital admissions,PL,2024-12-01,2024-W48,16,ERVISS
hospital admissions,PL,2024-11-24,2024-W47,7,ERVISS
hospital admissions,PL,2024-11-17,2024-W46,6,ERVISS
hospital admissions,PL,2024-11-10,2024-W45,5,ERVISS
hospital admissions,PL,2024-11-03,2024-W44,21,ERVISS
hospital admissions,PL,2024-10-27,2024-W43,15,ERVISS
hospital admissions,PL,2024-10-20,2024-W42,15,ERVISS
hospital admissions,PL,2024-10-13,2024-W41,12,ERVISS
hospital admissions,PL,2024-10-06,2024-W40,8,ERVISS
hospital admissions,PL,2024-09-29,2024-W39,6,ERVISS
hospital admissions,PL,2024-09-22,2024-W38,14,ERVISS
hospital admissions,PL,2024-09-15,2024-W37,15,ERVISS
hospital admissions,PL,2024-09-08,2024-W36,24,ERVISS
hospital admissions,PL,2024-09-01,2024-W35,13,ERVISS
hospital admissions,PL,2024-08-25,2024-W34,6,ERVISS
hospital admissions,PL,2024-08-18,2024-W33,13,ERVISS
hospital admissions,PL,2024-08-11,2024-W32,6,ERVISS
hospital admissions,PL,2024-08-04,2024-W31,3,ERVISS
hospital admissions,PL,2024-07-28,2024-W30,3,ERVISS
hospital admissions,PL,2024-07-21,2024-W29,1,ERVISS
hospital admissions,PL,2024-07-14,2024-W28,2,ERVISS
hospital admissions,PL,2024-07-07,2024-W27,2,ERVISS
hospital admissions,PL,2024-06-30,2024-W26,1,ERVISS
hospital admissions,PL,2024-05-19,2024-W20,2,ERVISS
hospital admissions,PL,2024-05-12,2024-W19,1,ERVISS
hospital admissions,PL,2024-04-21,2024-W16,1,ERVISS
hospital admissions,PL,2024-03-31,2024-W13,1,ERVISS
hospital admissions,PL,2024-03-24,2024-W12,1,ERVISS
hospital admissions,PL,2024-03-03,2024-W09,4,ERVISS
hospital admissions,PL,2024-02-25,2024-W08,2,ERVISS
hospital admissions,PL,2024-02-18,2024-W07,2,ERVISS
hospital admissions,PL,2024-02-04,2024-W05,3,ERVISS
hospital admissions,PL,2024-01-28,2024-W04,4,ERVISS
hospital admissions,PL,2024-01-21,2024-W03,14,ERVISS
hospital admissions,PL,2024-01-14,2024-W02,9,ERVISS
hospital admissions,PL,2024-01-07,2024-W01,9,ERVISS
hospital admissions,PL,2023-12-31,2023-W52,9,ERVISS
hospital admissions,PL,2023-12-24,2023-W51,18,ERVISS
hospital admissions,PL,2023-12-17,2023-W50,23,ERVISS
hospital admissions,PL,2023-12-10,2023-W49,20,ERVISS
hospital admissions,PL,2023-12-03,2023-W48,24,ERVISS
hospital admissions,PL,2023-11-26,2023-W47,22,ERVISS
hospital admissions,PL,2023-11-19,2023-W46,10,ERVISS
hospital admissions,PL,2023-11-12,2023-W45,9,ERVISS
hospital admissions,PL,2023-11-05,2023-W44,8,ERVISS
hospital admissions,PL,2023-10-29,2023-W43,9,ERVISS
hospital admissions,PL,2023-10-22,2023-W42,13,ERVISS
hospital admissions,PL,2023-10-15,2023-W41,10,ERVISS
hospital admissions,PL,2023-10-08,2023-W40,6,ERVISS
hospital admissions,PL,2023-10-01,2023-W39,6,ERVISS
hospital admissions,PL,2023-09-24,2023-W38,10,ERVISS
hospital admissions,PL,2023-09-17,2023-W37,4,ERVISS
hospital admissions,PL,2023-09-10,2023-W36,6,ERVISS
hospital admissions,PL,2023-09-03,2023-W35,2,ERVISS
hospital admissions,PL,2023-08-27,2023-W34,2,ERVISS
hospital admissions,PL,2023-06-25,2023-W25,1,ERVISS
hospital admissions,PL,2023-06-11,2023-W23,1,ERVISS
hospital admissions,PL,2023-06-04,2023-W22,1,ERVISS
hospital admissions,PL,2023-05-28,2023-W21,1,ERVISS
hospital admissions,PL,2023-05-21,2023-W20,7,ERVISS
hospital admissions,PL,2023-05-14,2023-W19,7,ERVISS
hospital admissions,PL,2023-05-07,2023-W18,3,ERVISS
hospital admissions,PL,2023-04-30,2023-W17,9,ERVISS
hospital admissions,PL,2023-04-23,2023-W16,15,ERVISS
hospital admissions,PL,2023-04-16,2023-W15,23,ERVISS
hospital admissions,PL,2023-04-09,2023-W14,16,ERVISS
hospital admissions,PL,2023-04-02,2023-W13,23,ERVISS
hospital admissions,PL,2023-03-26,2023-W12,40,ERVISS
hospital admissions,PL,2023-03-19,2023-W11,50,ERVISS
hospital admissions,PL,2023-03-12,2023-W10,46,ERVISS
hospital admissions,PL,2023-03-05,2023-W09,57,ERVISS
hospital admissions,PL,2023-02-26,2023-W08,55,ERVISS
hospital admissions,PL,2023-02-19,2023-W07,44,ERVISS
hospital admissions,PL,2023-02-12,2023-W06,22,ERVISS
hospital admissions,PL,2023-02-05,2023-W05,18,ERVISS
hospital admissions,PL,2023-01-29,2023-W04,16,ERVISS
hospital admissions,PL,2023-01-22,2023-W03,17,ERVISS
hospital admissions,PL,2023-01-15,2023-W02,13,ERVISS
hospital admissions,PL,2023-01-08,2023-W01,17,ERVISS
hospital admissions,PL,2023-01-01,2022-W52,5,ERVISS
hospital admissions,PL,2022-12-25,2022-W51,7,ERVISS
hospital admissions,PL,2022-12-18,2022-W50,9,ERVISS
hospital admissions,PL,2022-12-11,2022-W49,18,ERVISS
hospital admissions,PL,2022-12-04,2022-W48,14,ERVISS
hospital admissions,PL,2022-11-27,2022-W47,9,ERVISS
hospital admissions,PL,2022-11-20,2022-W46,6,ERVISS
hospital admissions,PL,2022-11-13,2022-W45,10,ERVISS
hospital admissions,PL,2022-11-06,2022-W44,11,ERVISS
hospital admissions,PL,2022-10-30,2022-W43,18,ERVISS
hospital admissions,PL,2022-10-23,2022-W42,20,ERVISS
hospital admissions,PL,2022-10-16,2022-W41,11,ERVISS
hospital admissions,PL,2022-10-09,2022-W40,47,ERVISS
hospital admissions,PL,2022-10-02,2022-W39,68,ERVISS
hospital admissions,PL,2022-09-25,2022-W38,101,ERVISS
hospital admissions,PL,2022-09-18,2022-W37,104,ERVISS
hospital admissions,PL,2022-09-11,2022-W36,81,ERVISS
hospital admissions,PL,2022-09-04,2022-W35,57,ERVISS
hospital admissions,PL,2022-08-28,2022-W34,100,ERVISS
hospital admissions,PL,2022-08-21,2022-W33,102,ERVISS
hospital admissions,PL,2022-08-14,2022-W32,96,ERVISS
hospital admissions,PL,2022-08-07,2022-W31,112,ERVISS
hospital admissions,PL,2022-07-31,2022-W30,93,ERVISS
hospital admissions,PL,2022-07-24,2022-W29,90,ERVISS
hospital admissions,PL,2022-07-17,2022-W28,45,ERVISS
hospital admissions,PL,2022-07-10,2022-W27,44,ERVISS
hospital admissions,PL,2022-07-03,2022-W26,24,ERVISS
hospital admissions,PL,2022-06-26,2022-W25,18,ERVISS
hospital admissions,PL,2022-06-19,2022-W24,14,ERVISS
hospital admissions,PL,2022-06-12,2022-W23,11,ERVISS
hospital admissions,PL,2022-06-05,2022-W22,11,ERVISS
hospital admissions,PL,2022-05-29,2022-W21,10,ERVISS
hospital admissions,PL,2022-05-22,2022-W20,21,ERVISS
hospital admissions,PL,2022-05-15,2022-W19,30,ERVISS
hospital admissions,PL,2022-05-08,2022-W18,36,ERVISS
hospital admissions,PL,2022-05-01,2022-W17,48,ERVISS
hospital admissions,PL,2022-04-24,2022-W16,55,ERVISS
hospital admissions,PL,2022-04-17,2022-W15,113,ERVISS
hospital admissions,PL,2022-04-10,2022-W14,304,ERVISS
hospital admissions,PL,2022-04-03,2022-W13,603,ERVISS
hospital admissions,PL,2022-03-27,2022-W12,603,ERVISS
hospital admissions,PL,2022-03-20,2022-W11,661,ERVISS
hospital admissions,PL,2022-03-13,2022-W10,719,ERVISS
hospital admissions,PL,2022-03-06,2022-W09,722,ERVISS
hospital admissions,PL,2022-02-27,2022-W08,906,ERVISS
hospital admissions,PL,2022-02-20,2022-W07,1537,ERVISS
hospital admissions,PL,2022-02-13,2022-W06,1887,ERVISS
hospital admissions,PL,2022-02-06,2022-W05,2076,ERVISS
hospital admissions,PL,2022-01-30,2022-W04,1802,ERVISS
hospital admissions,PL,2022-01-23,2022-W03,1248,ERVISS
hospital admissions,PL,2022-01-16,2022-W02,959,ERVISS
hospital admissions,PL,2022-01-09,2022-W01,1076,ERVISS
hospital admissions,PL,2022-01-02,2021-W52,1265,ERVISS
hospital admissions,PL,2021-12-26,2021-W51,1552,ERVISS
hospital admissions,PL,2021-12-19,2021-W50,1982,ERVISS
hospital admissions,PL,2021-12-12,2021-W49,2277,ERVISS
hospital admissions,PL,2021-12-05,2021-W48,2349,ERVISS
hospital admissions,PL,2021-11-28,2021-W47,2263,ERVISS
hospital admissions,PL,2021-11-21,2021-W46,1962,ERVISS
hospital admissions,PL,2021-11-14,2021-W45,1642,ERVISS
hospital admissions,PL,2021-11-07,2021-W44,1527,ERVISS
hospital admissions,PL,2021-10-31,2021-W43,1113,ERVISS
hospital admissions,PL,2021-10-24,2021-W42,797,ERVISS
hospital admissions,PL,2021-10-17,2021-W41,520,ERVISS
hospital admissions,PL,2021-10-10,2021-W40,460,ERVISS
hospital admissions,PL,2021-10-03,2021-W39,342,ERVISS
hospital admissions,PL,2021-09-26,2021-W38,241,ERVISS
hospital admissions,PL,2021-09-19,2021-W37,198,ERVISS
hospital admissions,PL,2021-09-12,2021-W36,193,ERVISS
hospital admissions,PL,2021-09-05,2021-W35,124,ERVISS
hospital admissions,PL,2021-08-29,2021-W34,100,ERVISS
hospital admissions,PL,2021-08-22,2021-W33,75,ERVISS
hospital admissions,PL,2021-08-15,2021-W32,82,ERVISS
hospital admissions,PL,2021-08-08,2021-W31,82,ERVISS
hospital admissions,PL,2021-08-01,2021-W30,42,ERVISS
hospital admissions,PL,2021-07-25,2021-W29,43,ERVISS
hospital admissions,PL,2021-07-18,2021-W28,41,ERVISS
hospital admissions,PL,2021-07-11,2021-W27,52,ERVISS
hospital admissions,PL,2021-07-04,2021-W26,36,ERVISS
hospital admissions,PL,2021-06-27,2021-W25,40,ERVISS
hospital admissions,PL,2021-06-20,2021-W24,59,ERVISS
hospital admissions,PL,2021-06-13,2021-W23,80,ERVISS
hospital admissions,PL,2021-06-06,2021-W22,85,ERVISS
hospital admissions,PL,2021-05-30,2021-W21,177,ERVISS
hospital admissions,PL,2021-05-23,2021-W20,272,ERVISS
hospital admissions,PL,2021-05-16,2021-W19,355,ERVISS
hospital admissions,PL,2021-05-09,2021-W18,432,ERVISS
hospital admissions,PL,2021-05-02,2021-W17,641,ERVISS
hospital admissions,PL,2021-04-25,2021-W16,837,ERVISS
hospital admissions,PL,2021-04-18,2021-W15,1177,ERVISS
hospital admissions,PL,2021-04-11,2021-W14,1320,ERVISS
hospital admissions,PL,2021-04-04,2021-W13,1511,ERVISS
hospital admissions,PL,2021-03-28,2021-W12,1502,ERVISS
hospital admissions,PL,2021-03-21,2021-W11,1615,ERVISS
hospital admissions,PL,2021-03-14,2021-W10,1449,ERVISS
hospital admissions,PL,2021-03-07,2021-W09,1556,ERVISS
hospital admissions,PL,2021-02-28,2021-W08,1603,ERVISS
hospital admissions,PL,2021-02-21,2021-W07,1303,ERVISS
hospital admissions,PL,2021-02-14,2021-W06,1160,ERVISS
hospital admissions,PL,2021-02-07,2021-W05,1221,ERVISS
hospital admissions,PL,2021-01-31,2021-W04,1294,ERVISS
hospital admissions,PL,2021-01-24,2021-W03,1439,ERVISS
hospital admissions,PL,2021-01-17,2021-W02,1597,ERVISS
hospital admissions,PL,2021-01-10,2021-W01,1870,ERVISS
hospital admissions,PL,2021-01-03,2020-W53,1898,ERVISS
hospital admissions,PL,2020-12-27,2020-W52,1612,ERVISS
hospital admissions,PL,2020-12-20,2020-W51,2104,ERVISS
hospital admissions,PL,2020-12-13,2020-W50,2338,ERVISS
hospital admissions,PL,2020-12-06,2020-W49,2598,ERVISS
hospital admissions,PL,2020-11-29,2020-W48,2803,ERVISS
hospital admissions,PL,2020-11-22,2020-W47,2974,ERVISS
hospital admissions,PL,2020-11-15,2020-W46,3475,ERVISS
hospital admissions,PL,2020-11-08,2020-W45,3333,ERVISS
hospital admissions,PL,2020-11-01,2020-W44,3238,ERVISS
hospital admissions,PL,2020-10-25,2020-W43,2484,ERVISS
hospital admissions,PL,2020-10-18,2020-W42,1773,ERVISS
hospital admissions,PL,2020-10-11,2020-W41,1429,ERVISS
hospital admissions,PL,2020-10-04,2020-W40,1075,ERVISS
hospital admissions,PL,2020-09-27,2020-W39,804,ERVISS
hospital admissions,PL,2020-09-20,2020-W38,601,ERVISS
hospital admissions,PL,2020-09-13,2020-W37,439,ERVISS
hospital admissions,PL,2020-09-06,2020-W36,369,ERVISS
hospital admissions,PL,2020-08-30,2020-W35,390,ERVISS
hospital admissions,PL,2020-08-23,2020-W34,409,ERVISS
hospital admissions,PL,2020-08-16,2020-W33,437,ERVISS
hospital admissions,PL,2020-08-09,2020-W32,420,ERVISS
hospital admissions,PL,2020-08-02,2020-W31,425,ERVISS
hospital admissions,PL,2020-07-26,2020-W30,312,ERVISS
hospital admissions,PL,2020-07-19,2020-W29,317,ERVISS
hospital admissions,PL,2020-07-12,2020-W28,276,ERVISS
hospital admissions,PL,2020-07-05,2020-W27,272,ERVISS
hospital admissions,PL,2020-06-28,2020-W26,290,ERVISS
hospital admissions,PL,2020-06-21,2020-W25,345,ERVISS
hospital admissions,PT,2025-03-30,2025-W13,0,ERVISS
hospital admissions,PT,2025-03-23,2025-W12,0,ERVISS
hospital admissions,PT,2025-03-16,2025-W11,0,ERVISS
hospital admissions,PT,2025-03-09,2025-W10,0,ERVISS
hospital admissions,PT,2025-03-02,2025-W09,4,ERVISS
hospital admissions,PT,2025-02-23,2025-W08,0,ERVISS
hospital admissions,PT,2025-02-16,2025-W07,0,ERVISS
hospital admissions,PT,2025-02-09,2025-W06,0,ERVISS
hospital admissions,PT,2025-02-02,2025-W05,0,ERVISS
hospital admissions,PT,2025-01-26,2025-W04,0,ERVISS
hospital admissions,PT,2025-01-19,2025-W03,0,ERVISS
hospital admissions,PT,2025-01-12,2025-W02,0,ERVISS
hospital admissions,PT,2025-01-05,2025-W01,1,ERVISS
hospital admissions,PT,2024-12-29,2024-W52,0,ERVISS
hospital admissions,PT,2024-12-22,2024-W51,0,ERVISS
hospital admissions,PT,2024-12-15,2024-W50,5,ERVISS
hospital admissions,PT,2024-12-08,2024-W49,43,ERVISS
hospital admissions,PT,2024-12-01,2024-W48,6,ERVISS
hospital admissions,PT,2024-11-24,2024-W47,0,ERVISS
hospital admissions,PT,2024-11-17,2024-W46,0,ERVISS
hospital admissions,PT,2024-11-10,2024-W45,51,ERVISS
hospital admissions,PT,2024-11-03,2024-W44,11,ERVISS
hospital admissions,PT,2024-10-27,2024-W43,0,ERVISS
hospital admissions,PT,2024-10-20,2024-W42,0,ERVISS
hospital admissions,PT,2024-10-13,2024-W41,33,ERVISS
hospital admissions,PT,2024-10-06,2024-W40,26,ERVISS
hospital admissions,PT,2024-09-29,2024-W39,0,ERVISS
hospital admissions,PT,2024-09-22,2024-W38,0,ERVISS
hospital admissions,PT,2024-09-15,2024-W37,7,ERVISS
hospital admissions,PT,2024-09-08,2024-W36,64,ERVISS
hospital admissions,PT,2024-09-01,2024-W35,12,ERVISS
